Country Name,Country Code,Indicator Name,Indicator Code,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021
European Union,EUU,GDP (current US$),NY.GDP.MKTP.CD,,,,,,,,,,,7.25931E+11,8.20813E+11,9.90429E+11,1.28202E+12,1.45175E+12,1.69088E+12,1.77005E+12,2.0049E+12,2.4427E+12,2.95284E+12,3.30318E+12,2.87998E+12,2.77738E+12,2.70207E+12,2.6034E+12,2.67766E+12,3.74404E+12,4.63125E+12,5.08429E+12,5.19367E+12,6.49847E+12,6.73602E+12,7.40629E+12,6.76111E+12,7.16187E+12,8.29603E+12,8.43152E+12,7.73376E+12,7.96979E+12,7.92575E+12,7.2761E+12,7.39382E+12,8.08384E+12,9.93188E+12,1.1419E+13,1.19108E+13,1.27139E+13,1.47288E+13,1.62976E+13,1.47638E+13,1.45576E+13,1.57595E+13,1.46362E+13,1.52997E+13,1.56521E+13,1.35519E+13,1.38932E+13,1.47663E+13,1.59787E+13,1.56919E+13,1.53001E+13,1.70886E+13
East Asia & Pacific (IDA & IBRD countries),TEA,GDP (current US$),NY.GDP.MKTP.CD,81224996965,71507027134,65298534066,70737725343,81640219697,95037884910,1.03921E+11,1.00855E+11,1.02126E+11,1.14624E+11,1.27296E+11,1.36859E+11,1.55213E+11,1.95291E+11,2.20922E+11,2.48292E+11,2.52313E+11,2.91214E+11,2.82399E+11,3.27143E+11,3.77558E+11,4.03044E+11,4.23156E+11,4.43283E+11,4.803E+11,5.25668E+11,5.24372E+11,5.18289E+11,5.74763E+11,6.21594E+11,6.66363E+11,7.22757E+11,8.10052E+11,8.89186E+11,1.06999E+12,1.32015E+12,1.51619E+12,1.56969E+12,1.42964E+12,1.57333E+12,1.73207E+12,1.84471E+12,2.04129E+12,2.30835E+12,2.6785E+12,3.10253E+12,3.73558E+12,4.7214E+12,5.97086E+12,6.47582E+12,7.87901E+12,9.6329E+12,1.07451E+13,1.18557E+13,1.27822E+13,1.33102E+13,1.35948E+13,1.48581E+13,1.66176E+13,1.71818E+13,1.74613E+13,2.07198E+13
East Asia & Pacific (excluding high income),EAP,GDP (current US$),NY.GDP.MKTP.CD,81346966779,71614404162,65396588241,70843947165,81762813021,95180596557,1.04077E+11,1.01007E+11,1.02279E+11,1.14796E+11,1.27487E+11,1.37065E+11,1.55446E+11,1.95584E+11,2.21254E+11,2.48665E+11,2.52692E+11,2.91652E+11,2.82823E+11,3.27635E+11,3.78125E+11,4.0365E+11,4.23792E+11,4.43948E+11,4.81021E+11,5.26458E+11,5.25159E+11,5.19067E+11,5.75626E+11,6.22527E+11,6.67364E+11,7.23842E+11,8.11268E+11,8.90521E+11,1.0716E+12,1.32213E+12,1.51847E+12,1.57205E+12,1.43178E+12,1.57569E+12,1.73467E+12,1.84748E+12,2.04436E+12,2.31176E+12,2.68236E+12,3.10691E+12,3.74075E+12,4.72782E+12,5.97889E+12,6.48459E+12,7.88943E+12,9.64551E+12,1.07592E+13,1.18711E+13,1.27988E+13,1.33276E+13,1.36124E+13,1.48773E+13,1.6639E+13,1.72039E+13,1.74838E+13,2.07466E+13
United States,USA,GDP (current US$),NY.GDP.MKTP.CD,5.433E+11,5.633E+11,6.051E+11,6.386E+11,6.858E+11,7.437E+11,8.15E+11,8.617E+11,9.425E+11,1.0199E+12,1.0733E+12,1.16485E+12,1.27911E+12,1.42538E+12,1.54524E+12,1.6849E+12,1.87341E+12,2.08183E+12,2.3516E+12,2.62733E+12,2.85731E+12,3.20704E+12,3.34379E+12,3.63404E+12,4.03761E+12,4.33898E+12,4.57963E+12,4.85522E+12,5.23644E+12,5.64158E+12,5.96314E+12,6.15813E+12,6.52033E+12,6.85856E+12,7.28724E+12,7.63975E+12,8.07312E+12,8.57755E+12,9.06282E+12,9.63117E+12,1.02509E+13,1.05819E+13,1.09291E+13,1.14564E+13,1.22172E+13,1.30392E+13,1.38156E+13,1.44742E+13,1.47699E+13,1.44781E+13,1.5049E+13,1.55997E+13,1.6254E+13,1.68432E+13,1.75507E+13,1.8206E+13,1.86951E+13,1.94796E+13,2.05272E+13,2.13726E+13,2.08937E+13,2.29961E+13
Europe & Central Asia,ECS,GDP (current US$),NY.GDP.MKTP.CD,,,,,,,7.39424E+11,7.96313E+11,8.32994E+11,9.21346E+11,1.01917E+12,1.14941E+12,1.37714E+12,1.74917E+12,1.97669E+12,2.30926E+12,2.40013E+12,2.72027E+12,3.32E+12,4.0614E+12,4.60031E+12,4.09433E+12,3.94558E+12,3.82764E+12,3.67888E+12,3.80712E+12,5.1964E+12,6.42114E+12,7.14751E+12,7.24283E+12,8.86089E+12,9.14157E+12,9.80129E+12,9.00287E+12,9.41318E+12,1.08719E+13,1.10963E+13,1.05211E+13,1.07947E+13,1.06748E+13,1.00626E+13,1.0163E+13,1.11335E+13,1.35375E+13,1.57769E+13,1.67845E+13,1.81785E+13,2.12457E+13,2.33754E+13,2.05612E+13,2.10258E+13,2.33141E+13,2.24623E+13,2.34812E+13,2.38119E+13,2.05133E+13,2.04537E+13,2.16802E+13,2.32241E+13,2.29416E+13,2.21339E+13,2.50469E+13
Late-demographic dividend,LTE,GDP (current US$),NY.GDP.MKTP.CD,1.91871E+11,1.77783E+11,1.811E+11,1.98229E+11,2.17638E+11,2.44569E+11,2.7243E+11,2.73833E+11,2.78694E+11,3.10797E+11,3.53673E+11,3.93171E+11,4.51703E+11,5.82145E+11,6.84807E+11,7.53236E+11,8.11992E+11,9.41855E+11,9.80041E+11,1.16564E+12,1.33288E+12,1.39849E+12,1.42248E+12,1.30715E+12,1.36505E+12,1.41532E+12,1.50095E+12,1.57949E+12,1.72453E+12,1.82442E+12,1.96068E+12,1.97497E+12,2.01113E+12,2.09388E+12,2.43351E+12,3.016E+12,3.32699E+12,3.4838E+12,3.35376E+12,3.09915E+12,3.40335E+12,3.518E+12,3.72899E+12,4.24816E+12,5.10655E+12,6.16235E+12,7.43718E+12,9.37021E+12,1.16491E+13,1.12562E+13,1.35403E+13,1.64986E+13,1.76496E+13,1.90203E+13,1.97483E+13,1.85177E+13,1.85708E+13,2.06096E+13,2.2593E+13,2.30264E+13,2.24709E+13,2.65943E+13
North America,NAC,GDP (current US$),NY.GDP.MKTP.CD,5.83846E+11,6.04324E+11,6.47422E+11,6.83726E+11,7.35285E+11,7.9833E+11,8.76223E+11,9.27524E+11,1.01448E+12,1.09921E+12,1.16139E+12,1.26433E+12,1.39243E+12,1.55697E+12,1.70596E+12,1.85908E+12,2.08037E+12,2.29389E+12,2.57071E+12,2.87092E+12,3.13177E+12,3.51399E+12,3.65808E+12,3.97548E+12,4.39397E+12,4.70477E+12,4.95824E+12,5.28783E+12,5.74521E+12,6.20814E+12,6.55867E+12,6.77009E+12,7.11439E+12,7.43755E+12,7.86724E+12,8.24581E+12,8.70436E+12,9.23547E+12,9.69995E+12,1.03129E+13,1.09992E+13,1.13246E+13,1.16937E+13,1.23562E+13,1.32484E+13,1.42172E+13,1.5141E+13,1.59498E+13,1.63298E+13,1.58593E+13,1.66729E+13,1.73994E+13,1.80887E+13,1.86963E+13,1.93628E+13,1.97692E+13,2.023E+13,2.1136E+13,2.22597E+13,2.3122E+13,2.2546E+13,2.49939E+13
Upper middle income,UMC,GDP (current US$),NY.GDP.MKTP.CD,2.41948E+11,2.18363E+11,2.23961E+11,2.34968E+11,2.69647E+11,3.01237E+11,3.32801E+11,3.34848E+11,3.49437E+11,3.9166E+11,4.28734E+11,4.66373E+11,5.30312E+11,6.89649E+11,8.55039E+11,9.41821E+11,9.91936E+11,1.09686E+12,1.17562E+12,1.42684E+12,1.65812E+12,1.79259E+12,1.71173E+12,1.62615E+12,1.67465E+12,1.71352E+12,1.73439E+12,1.85091E+12,2.05257E+12,2.17072E+12,2.5737E+12,2.49473E+12,2.60116E+12,2.83709E+12,3.1442E+12,3.53806E+12,3.84997E+12,4.12402E+12,4.06472E+12,3.84084E+12,4.2466E+12,4.26734E+12,4.29766E+12,4.81151E+12,5.76714E+12,6.93058E+12,8.23388E+12,1.0201E+13,1.24433E+13,1.19829E+13,1.4604E+13,1.76474E+13,1.89149E+13,2.03068E+13,2.09391E+13,1.96628E+13,1.9549E+13,2.16437E+13,2.33035E+13,2.36863E+13,2.28483E+13,2.71043E+13
East Asia & Pacific,EAS,GDP (current US$),NY.GDP.MKTP.CD,1.54609E+11,1.55145E+11,1.58361E+11,1.76701E+11,2.0268E+11,2.25584E+11,2.52066E+11,2.73139E+11,3.01156E+11,3.46806E+11,4.08832E+11,4.53656E+11,5.62923E+11,7.41777E+11,8.54578E+11,9.35691E+11,1.02871E+12,1.22582E+12,1.54657E+12,1.67975E+12,1.81575E+12,2.00166E+12,1.96211E+12,2.08767E+12,2.23573E+12,2.35913E+12,3.08207E+12,3.61892E+12,4.35405E+12,4.53523E+12,4.73713E+12,5.3481E+12,5.84365E+12,6.53496E+12,7.40244E+12,8.40547E+12,8.09932E+12,7.74287E+12,6.92821E+12,7.73865E+12,8.37314E+12,7.78701E+12,7.90958E+12,8.69626E+12,9.75349E+12,1.0406E+13,1.1028E+13,1.23218E+13,1.42065E+13,1.46193E+13,1.70633E+13,1.97887E+13,2.11712E+13,2.14098E+13,2.20853E+13,2.19971E+13,2.27721E+13,2.43252E+13,2.6481E+13,2.70241E+13,2.71187E+13,3.08808E+13
IBRD only,IBD,GDP (current US$),NY.GDP.MKTP.CD,3.27204E+11,3.13138E+11,3.20918E+11,3.44262E+11,3.89544E+11,4.27559E+11,4.41411E+11,4.53276E+11,4.78543E+11,5.34168E+11,5.80897E+11,6.34134E+11,7.13411E+11,9.23601E+11,1.16383E+12,1.257E+12,1.36091E+12,1.54165E+12,1.66142E+12,1.98602E+12,2.35086E+12,2.53638E+12,2.51112E+12,2.47269E+12,2.51667E+12,2.61997E+12,2.72119E+12,2.78042E+12,2.99458E+12,3.105E+12,3.57197E+12,3.46075E+12,3.6409E+12,3.91178E+12,4.3242E+12,4.91011E+12,5.36234E+12,5.6862E+12,5.52075E+12,5.3766E+12,5.85102E+12,5.92293E+12,6.01295E+12,6.76023E+12,8.05742E+12,9.63405E+12,1.14257E+13,1.41914E+13,1.70328E+13,1.65215E+13,2.00975E+13,2.37887E+13,2.52817E+13,2.66873E+13,2.75859E+13,2.58384E+13,2.60494E+13,2.87557E+13,3.05803E+13,3.12442E+13,3.00324E+13,3.54515E+13
Middle income,MIC,GDP (current US$),NY.GDP.MKTP.CD,3.27379E+11,3.14173E+11,3.21013E+11,3.44193E+11,3.91811E+11,4.32031E+11,4.46883E+11,4.58927E+11,4.84458E+11,5.41195E+11,5.95058E+11,6.40314E+11,7.17175E+11,9.15585E+11,1.16347E+12,1.28634E+12,1.38165E+12,1.55059E+12,1.67962E+12,1.99805E+12,2.35982E+12,2.65838E+12,2.61747E+12,2.52914E+12,2.55943E+12,2.66389E+12,2.75564E+12,2.83327E+12,3.02963E+12,3.14426E+12,3.61724E+12,3.48098E+12,3.63672E+12,3.88399E+12,4.2722E+12,4.81887E+12,5.28237E+12,5.58944E+12,5.40332E+12,5.28638E+12,5.76696E+12,5.82119E+12,5.95934E+12,6.71893E+12,7.9772E+12,9.49506E+12,1.1269E+13,1.39273E+13,1.66631E+13,1.62789E+13,1.98509E+13,2.36784E+13,2.52441E+13,2.67396E+13,2.76219E+13,2.61888E+13,2.64343E+13,2.90401E+13,3.08446E+13,3.15811E+13,3.04338E+13,3.57859E+13
Low & middle income,LMY,GDP (current US$),NY.GDP.MKTP.CD,3.40511E+11,3.27574E+11,3.362E+11,3.63552E+11,4.07203E+11,4.50283E+11,4.66959E+11,4.78503E+11,5.05184E+11,5.649E+11,6.19514E+11,6.66975E+11,7.46282E+11,9.50342E+11,1.207E+12,1.33617E+12,1.43446E+12,1.61195E+12,1.74865E+12,2.0744E+12,2.44263E+12,2.74302E+12,2.70391E+12,2.61289E+12,2.64152E+12,2.74628E+12,2.85054E+12,2.9447E+12,3.13004E+12,3.25434E+12,3.75094E+12,3.62953E+12,3.74847E+12,4.00122E+12,4.3892E+12,4.95056E+12,5.42763E+12,5.74577E+12,5.56198E+12,5.44703E+12,5.95346E+12,6.00813E+12,6.15891E+12,6.93767E+12,8.23442E+12,9.80264E+12,1.16291E+13,1.43603E+13,1.71828E+13,1.68081E+13,2.04496E+13,2.41357E+13,2.56804E+13,2.71883E+13,2.81005E+13,2.66613E+13,2.6903E+13,2.95646E+13,3.12993E+13,3.20613E+13,3.09139E+13,3.63159E+13
IDA & IBRD total,IBT,GDP (current US$),NY.GDP.MKTP.CD,3.63569E+11,3.52695E+11,3.6419E+11,3.9326E+11,4.36186E+11,4.80228E+11,4.99017E+11,5.11166E+11,5.39542E+11,6.02713E+11,6.61172E+11,7.13741E+11,7.95644E+11,1.01625E+12,1.29038E+12,1.41078E+12,1.52002E+12,1.71453E+12,1.85902E+12,2.21587E+12,2.62492E+12,2.95273E+12,2.90091E+12,2.79324E+12,2.80909E+12,2.91798E+12,3.02125E+12,3.10672E+12,3.31419E+12,3.42938E+12,3.94151E+12,3.84691E+12,3.99183E+12,4.25304E+12,4.66412E+12,5.30234E+12,5.80338E+12,6.14527E+12,5.98864E+12,5.85865E+12,6.38635E+12,6.46146E+12,6.59052E+12,7.40286E+12,8.81393E+12,1.05189E+13,1.24812E+13,1.54275E+13,1.85091E+13,1.79907E+13,2.17792E+13,2.54941E+13,2.70743E+13,2.86334E+13,2.96692E+13,2.78906E+13,2.81482E+13,3.09492E+13,3.28167E+13,3.35817E+13,3.23649E+13,3.79979E+13
Post-demographic dividend,PST,GDP (current US$),NY.GDP.MKTP.CD,1.0478E+12,1.10785E+12,1.19619E+12,1.28852E+12,1.40579E+12,1.52736E+12,1.67531E+12,1.79841E+12,1.9507E+12,2.14488E+12,2.34213E+12,2.5968E+12,3.01237E+12,3.637E+12,4.06177E+12,4.55112E+12,4.93853E+12,5.58332E+12,6.70877E+12,7.71341E+12,8.54145E+12,8.63802E+12,8.60015E+12,8.92505E+12,9.32725E+12,9.82153E+12,1.20006E+13,1.3914E+13,1.56742E+13,1.63705E+13,1.83753E+13,1.93889E+13,2.08091E+13,2.09465E+13,2.25203E+13,2.49772E+13,2.50952E+13,2.46005E+13,2.47078E+13,2.59432E+13,2.63949E+13,2.61378E+13,2.72671E+13,3.0573E+13,3.39712E+13,3.57444E+13,3.76139E+13,4.10593E+13,4.34863E+13,4.09408E+13,4.2694E+13,4.58612E+13,4.57931E+13,4.62528E+13,4.71737E+13,4.46119E+13,4.56208E+13,4.75591E+13,5.04096E+13,5.09019E+13,4.95293E+13,5.46225E+13
OECD members,OED,GDP (current US$),NY.GDP.MKTP.CD,1.08091E+12,1.13664E+12,1.2269E+12,1.32245E+12,1.44536E+12,1.56874E+12,1.72176E+12,1.8483E+12,2.00494E+12,2.20547E+12,2.40372E+12,2.66206E+12,3.08784E+12,3.73065E+12,4.18027E+12,4.68554E+12,5.08134E+12,5.73283E+12,6.88731E+12,7.95561E+12,8.8418E+12,9.00083E+12,8.86618E+12,9.15619E+12,9.57576E+12,1.00853E+13,1.22154E+13,1.41466E+13,1.59455E+13,1.66868E+13,1.8798E+13,1.98959E+13,2.13987E+13,2.16907E+13,2.32743E+13,2.56574E+13,2.58738E+13,2.54792E+13,2.57397E+13,2.70342E+13,2.76282E+13,2.7366E+13,2.85577E+13,3.19477E+13,3.55679E+13,3.76059E+13,3.96773E+13,4.3445E+13,4.61256E+13,4.31506E+13,4.52568E+13,4.86847E+13,4.86364E+13,4.92916E+13,5.03041E+13,4.74349E+13,4.83549E+13,5.04685E+13,5.33896E+13,5.38987E+13,5.23331E+13,5.79202E+13
High income,HIC,GDP (current US$),NY.GDP.MKTP.CD,1.06922E+12,1.13182E+12,1.22177E+12,1.31615E+12,1.4366E+12,1.56009E+12,1.71142E+12,1.83621E+12,1.99124E+12,2.19077E+12,2.39347E+12,2.65718E+12,3.08228E+12,3.72943E+12,4.20494E+12,4.69198E+12,5.11277E+12,5.78993E+12,6.93788E+12,8.02166E+12,8.95966E+12,9.09562E+12,9.01112E+12,9.30406E+12,9.70523E+12,1.01905E+13,1.23734E+13,1.43407E+13,1.61459E+13,1.68944E+13,1.89793E+13,2.00706E+13,2.15886E+13,2.17552E+13,2.34188E+13,2.60091E+13,2.62326E+13,2.57837E+13,2.58812E+13,2.71858E+13,2.77544E+13,2.74787E+13,2.86536E+13,3.2119E+13,3.57638E+13,3.78255E+13,3.99623E+13,4.37609E+13,4.66232E+13,4.36697E+13,4.57522E+13,4.9401E+13,4.94261E+13,5.00479E+13,5.1126E+13,4.82584E+13,4.92986E+13,5.15585E+13,5.48156E+13,5.52892E+13,5.36998E+13,5.94454E+13
World,WLD,GDP (current US$),NY.GDP.MKTP.CD,1.39205E+12,1.44839E+12,1.5503E+12,1.67135E+12,1.83E+12,1.99359E+12,2.16355E+12,2.30217E+12,2.48482E+12,2.74074E+12,2.99675E+12,3.31026E+12,3.81654E+12,4.65624E+12,5.36674E+12,5.97799E+12,6.49837E+12,7.34966E+12,8.65521E+12,1.00527E+13,1.13349E+13,1.17259E+13,1.16081E+13,1.18383E+13,1.22698E+13,1.28601E+13,1.52053E+13,1.73072E+13,1.9338E+13,2.0194E+13,2.278E+13,2.37596E+13,2.54061E+13,2.5822E+13,2.78723E+13,3.10436E+13,3.17367E+13,3.16204E+13,3.154E+13,3.27374E+13,3.38309E+13,3.36154E+13,3.49114E+13,3.9147E+13,4.41176E+13,4.77797E+13,5.17798E+13,5.8355E+13,6.41237E+13,6.08091E+13,6.65961E+13,7.38538E+13,7.54881E+13,7.76072E+13,7.97088E+13,7.51793E+13,7.64656E+13,8.1404E+13,8.6413E+13,8.76529E+13,8.49068E+13,9.61001E+13
Channel Islands,CHI,GDP (current US$),NY.GDP.MKTP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5945445051,6263177944,6439403014,6233310060,6663436031,7332574116,8553956571,8827299477,9676410338,11515258634,,,,,,,,,,,,,,
Eritrea,ERI,GDP (current US$),NY.GDP.MKTP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,477101651.6,467872714.8,531688311.7,578015625,693535954.2,686490090.1,745526154.9,688921325.7,706370815.6,752368495.5,729321366.7,870247703.2,1109054005,1098425901,1211161880,1317974491,1380188800,1856695551,1589515447,2065001626,,,,,,,,,,
Gibraltar,GIB,GDP (current US$),NY.GDP.MKTP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Isle of Man,IMN,GDP (current US$),NY.GDP.MKTP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,914762873.7,1023005863,1180968165,1382605389,1567402514,1563667800,1659131244,1947332922,2328658228,2822358473,3032400000,3422651334,4466100440,5928420956,5487083658,5920177689,6566098382,6690725118,7000748788,7708834951,7085288006,6846691871,6979581725,7491969313,7315388052,,
Not classified,INX,GDP (current US$),NY.GDP.MKTP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Liechtenstein,LIE,GDP (current US$),NY.GDP.MKTP.CD,,,,,,,,,,,90098330.67,104888628.2,124941925,165930611.7,193983720.5,246387479.2,272493879,303496276.3,436918176.7,503180670,534701915.6,511658690.6,522090331.5,524034109.9,502617355.4,529078995.6,779365167.6,1052843348,1161757671,1120000917,1421466240,1484152022,1631197909,1673104494,1948118228,2428461395,2504033252,2298410391,2479721341,2664026095,2483953103,2491822707,2688630823,3070691320,3454362686,3659251526,4000239273,4601299567,5081432924,4504549214,5082366478,5739977477,5456009385,6391735894,6657170923,6268391521,6237264055,6474256119,6692504346,6427248943,,
St. Martin (French part),MAF,GDP (current US$),NY.GDP.MKTP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,775875857.9,,,772921756.3,,,,,,,
Northern Mariana Islands,MNP,GDP (current US$),NY.GDP.MKTP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1284000000,1239000000,1210000000,1061000000,990000000,938000000,939000000,795000000,799000000,729000000,746000000,772000000,832000000,910000000,1230000000,1560000000,1302000000,1182000000,,
"Korea, Dem. People's Rep.",PRK,GDP (current US$),NY.GDP.MKTP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
South Sudan,SSD,GDP (current US$),NY.GDP.MKTP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14586253383,12231264525,14602072411,14907308933,11931472169,18426469017,13962212847,11997800760,,,,,,
Sint Maarten (Dutch part),SXM,GDP (current US$),NY.GDP.MKTP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,936089385.5,985865921.8,1022905028,1245251397,1253072626,1263687151,1191620112,1185474860,,,
Syrian Arab Republic,SYR,GDP (current US$),NY.GDP.MKTP.CD,857704413.4,945244972.1,1110565881,1200447408,1339494267,1329842435,1321204503,1443717801,1562303429,1796596911,1780104712,2097643979,2415706806,2579219251,4244670160,5566756757,6417632803,6882292994,8251974522,9929681529,13062420382,16758471338,17525605096,18672866242,19195414013,21203821656,25460636943,32538089172,16574342984,18609532294,23904498886,27756258352,33107349666,36860133630,45086948775,50866369710,61546280624,66420400891,70418173719,72970334076,80590022272,86771314031,90558485523,95693808463,1.12863E+11,1.34204E+11,1.538E+11,1.8003E+11,2.1809E+11,2.24562E+11,2.52518E+11,73616694709,44117799607,22552466245,22075987602,17622064892,12453459335,16340665432,21445775364,,,
Turkmenistan,TKM,GDP (current US$),NY.GDP.MKTP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,2336448598,3010033445,3007518797,3188097768,3208098919,3200539816,3179225949,2561118608,2482228440,2378759975,2450349634,2605688065,2450564468,2904662605,3534803922,4461978499,5977560877,6838351088,8103901996,10276674365,12664165103,19271523179,20214385965,22583157895,29233333333,35164210526,39197543860,43524210526,35799714286,36169428571,37926285714,40765428571,45231428571,,
"Venezuela, RB",VEN,GDP (current US$),NY.GDP.MKTP.CD,7779090909,8189090909,8946969697,9753333333,8099318182,8427777778,8781333333,9250000000,10034444444,10285111111,11561111111,12986590909,13977727273,17035581395,26100930233,27464651163,31419534884,36210697674,39316279070,48310930233,59116511628,66327441860,67736744186,67556279070,60010285714,61965466667,60391604938,48029034483,60226413793,43526253602,48598315565,53476971831,60401798246,60065011013,58418666667,77407726244,70543211119,85843534589,91331203433,97976886247,1.17141E+11,1.22904E+11,92893587734,83620628582,1.12453E+11,1.4551E+11,1.83478E+11,2.30364E+11,3.15953E+11,3.29788E+11,3.93192E+11,3.16482E+11,3.81286E+11,3.71005E+11,4.82359E+11,,,,,,,
British Virgin Islands,VGB,GDP (current US$),NY.GDP.MKTP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
